Tanggal,Provinsi,Komoditas (Rp),Harga
04/11/2023,Sulawesi Barat,Bawang Merah,22570.0
04/11/2023,Sulawesi Barat,Bawang Putih Bonggol,36780.0
04/11/2023,Sulawesi Barat,Cabai Rawit Merah,56820.0
04/11/2023,Maluku,Beras Premium,16330.0
04/11/2023,Maluku,Beras Medium,14200.0
04/11/2023,Maluku,Bawang Merah,36540.0
04/11/2023,Maluku,Bawang Putih Bonggol,43990.0
04/11/2023,Maluku,Cabai Rawit Merah,90560.0
04/11/2023,Maluku Utara,Beras Premium,16420.0
04/11/2023,Maluku Utara,Beras Medium,14690.0
04/11/2023,Maluku Utara,Bawang Merah,38990.0
04/11/2023,Maluku Utara,Bawang Putih Bonggol,47360.0
04/11/2023,Maluku Utara,Cabai Rawit Merah,74410.0
04/11/2023,Papua Barat,Beras Premium,17290.0
04/11/2023,Papua Barat,Beras Medium,15100.0
04/11/2023,Papua Barat,Bawang Merah,44220.0
04/11/2023,Papua Barat,Bawang Putih Bonggol,50980.0
04/11/2023,Papua Barat,Cabai Rawit Merah,75240.0
04/11/2023,Papua,Beras Premium,18270.0
04/11/2023,Papua,Beras Medium,15730.0
04/11/2023,Papua,Bawang Merah,47800.0
04/11/2023,Papua,Bawang Putih Bonggol,50570.0
04/11/2023,Papua,Cabai Rawit Merah,69770.0
04/11/2023,Papua Barat Daya,Beras Premium,
04/11/2023,Papua Barat Daya,Beras Medium,
04/11/2023,Papua Barat Daya,Bawang Merah,
04/11/2023,Papua Barat Daya,Bawang Putih Bonggol,
04/11/2023,Papua Barat Daya,Cabai Rawit Merah,
04/11/2023,Papua Pegunungan,Beras Premium,
04/11/2023,Papua Pegunungan,Beras Medium,
04/11/2023,Papua Pegunungan,Bawang Merah,
04/11/2023,Papua Pegunungan,Bawang Putih Bonggol,
04/11/2023,Papua Pegunungan,Cabai Rawit Merah,
04/11/2023,Papua Tengah,Beras Premium,
04/11/2023,Papua Tengah,Beras Medium,
04/11/2023,Papua Tengah,Bawang Merah,
04/11/2023,Papua Tengah,Bawang Putih Bonggol,
04/11/2023,Papua Tengah,Cabai Rawit Merah,
04/11/2023,Papua Selatan,Beras Premium,
04/11/2023,Papua Selatan,Beras Medium,
04/11/2023,Papua Selatan,Bawang Merah,
04/11/2023,Papua Selatan,Bawang Putih Bonggol,
04/11/2023,Papua Selatan,Cabai Rawit Merah,
05/11/2023,Aceh,Beras Premium,14490.0
05/11/2023,Aceh,Beras Medium,13150.0
05/11/2023,Aceh,Bawang Merah,24090.0
05/11/2023,Aceh,Bawang Putih Bonggol,36690.0
05/11/2023,Aceh,Cabai Rawit Merah,
05/11/2023,Sumatera Utara,Beras Premium,14650.0
05/11/2023,Sumatera Utara,Beras Medium,13510.0
05/11/2023,Sumatera Utara,Bawang Merah,22740.0
05/11/2023,Sumatera Utara,Bawang Putih Bonggol,34230.0
05/11/2023,Sumatera Utara,Cabai Rawit Merah,75370.0
05/11/2023,Sumatera Barat,Beras Premium,16840.0
05/11/2023,Sumatera Barat,Beras Medium,14410.0
05/11/2023,Sumatera Barat,Bawang Merah,21860.0
05/11/2023,Sumatera Barat,Bawang Putih Bonggol,34960.0
05/11/2023,Sumatera Barat,Cabai Rawit Merah,60000.0
05/11/2023,Riau,Beras Premium,15390.0
05/11/2023,Riau,Beras Medium,12740.0
05/11/2023,Riau,Bawang Merah,23780.0
05/11/2023,Riau,Bawang Putih Bonggol,34800.0
05/11/2023,Riau,Cabai Rawit Merah,80560.0
05/11/2023,Jambi,Beras Premium,15060.0
05/11/2023,Jambi,Beras Medium,12210.0
05/11/2023,Jambi,Bawang Merah,19870.0
05/11/2023,Jambi,Bawang Putih Bonggol,33110.0
05/11/2023,Jambi,Cabai Rawit Merah,67860.0
05/11/2023,Sumatera Selatan,Beras Premium,14700.0
05/11/2023,Sumatera Selatan,Beras Medium,13390.0
05/11/2023,Sumatera Selatan,Bawang Merah,24130.0
05/11/2023,Sumatera Selatan,Bawang Putih Bonggol,33920.0
05/11/2023,Sumatera Selatan,Cabai Rawit Merah,71690.0
05/11/2023,Bengkulu,Beras Premium,14910.0
05/11/2023,Bengkulu,Beras Medium,12950.0
05/11/2023,Bengkulu,Bawang Merah,23250.0
05/11/2023,Bengkulu,Bawang Putih Bonggol,34320.0
05/11/2023,Bengkulu,Cabai Rawit Merah,62290.0
05/11/2023,Lampung,Beras Premium,14260.0
05/11/2023,Lampung,Beras Medium,12760.0
05/11/2023,Lampung,Bawang Merah,22270.0
05/11/2023,Lampung,Bawang Putih Bonggol,33850.0
05/11/2023,Lampung,Cabai Rawit Merah,71050.0
05/11/2023,Kepulauan Bangka Belitung,Beras Premium,15430.0
05/11/2023,Kepulauan Bangka Belitung,Beras Medium,13730.0
05/11/2023,Kepulauan Bangka Belitung,Bawang Merah,29240.0
05/11/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,35960.0
05/11/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,97920.0
05/11/2023,Kepulauan Riau,Beras Premium,15390.0
05/11/2023,Kepulauan Riau,Beras Medium,13540.0
05/11/2023,Kepulauan Riau,Bawang Merah,33310.0
05/11/2023,Kepulauan Riau,Bawang Putih Bonggol,31980.0
05/11/2023,Kepulauan Riau,Cabai Rawit Merah,85190.0
05/11/2023,DKI Jakarta,Beras Premium,14900.0
05/11/2023,DKI Jakarta,Beras Medium,12800.0
05/11/2023,DKI Jakarta,Bawang Merah,30040.0
05/11/2023,DKI Jakarta,Bawang Putih Bonggol,40000.0
05/11/2023,DKI Jakarta,Cabai Rawit Merah,88640.0
05/11/2023,Jawa Barat,Beras Premium,14120.0
05/11/2023,Jawa Barat,Beras Medium,12640.0
05/11/2023,Jawa Barat,Bawang Merah,25190.0
05/11/2023,Jawa Barat,Bawang Putih Bonggol,35190.0
05/11/2023,Jawa Barat,Cabai Rawit Merah,81890.0
05/11/2023,Jawa Tengah,Beras Premium,14240.0
05/11/2023,Jawa Tengah,Beras Medium,12990.0
05/11/2023,Jawa Tengah,Bawang Merah,23440.0
05/11/2023,Jawa Tengah,Bawang Putih Bonggol,32640.0
05/11/2023,Jawa Tengah,Cabai Rawit Merah,74920.0
05/11/2023,D.I Yogyakarta,Beras Premium,14110.0
05/11/2023,D.I Yogyakarta,Beras Medium,12720.0
05/11/2023,D.I Yogyakarta,Bawang Merah,20050.0
05/11/2023,D.I Yogyakarta,Bawang Putih Bonggol,33790.0
05/11/2023,D.I Yogyakarta,Cabai Rawit Merah,70390.0
05/11/2023,Jawa Timur,Beras Premium,13950.0
05/11/2023,Jawa Timur,Beras Medium,11950.0
05/11/2023,Jawa Timur,Bawang Merah,19830.0
05/11/2023,Jawa Timur,Bawang Putih Bonggol,31600.0
05/11/2023,Jawa Timur,Cabai Rawit Merah,71160.0
05/11/2023,Banten,Beras Premium,14120.0
05/11/2023,Banten,Beras Medium,12480.0
05/11/2023,Banten,Bawang Merah,26360.0
05/11/2023,Banten,Bawang Putih Bonggol,35920.0
05/11/2023,Banten,Cabai Rawit Merah,85850.0
05/11/2023,Bali,Beras Premium,15000.0
05/11/2023,Bali,Beras Medium,13400.0
05/11/2023,Bali,Bawang Merah,23230.0
05/11/2023,Bali,Bawang Putih Bonggol,30420.0
05/11/2023,Bali,Cabai Rawit Merah,68210.0
05/11/2023,Nusa Tenggara Barat,Beras Premium,14930.0
05/11/2023,Nusa Tenggara Barat,Beras Medium,12640.0
05/11/2023,Nusa Tenggara Barat,Bawang Merah,17620.0
05/11/2023,Nusa Tenggara Barat,Bawang Putih Bonggol,34790.0
05/11/2023,Nusa Tenggara Barat,Cabai Rawit Merah,62660.0
05/11/2023,Nusa Tenggara Timur,Beras Premium,15780.0
05/11/2023,Nusa Tenggara Timur,Beras Medium,13920.0
05/11/2023,Nusa Tenggara Timur,Bawang Merah,20700.0
05/11/2023,Nusa Tenggara Timur,Bawang Putih Bonggol,38950.0
05/11/2023,Nusa Tenggara Timur,Cabai Rawit Merah,44330.0
05/11/2023,Kalimantan Barat,Beras Premium,16170.0
05/11/2023,Kalimantan Barat,Beras Medium,14200.0
05/11/2023,Kalimantan Barat,Bawang Merah,25560.0
05/11/2023,Kalimantan Barat,Bawang Putih Bonggol,35330.0
05/11/2023,Kalimantan Barat,Cabai Rawit Merah,73800.0
05/11/2023,Kalimantan Tengah,Beras Premium,16410.0
05/11/2023,Kalimantan Tengah,Beras Medium,13430.0
05/11/2023,Kalimantan Tengah,Bawang Merah,25040.0
05/11/2023,Kalimantan Tengah,Bawang Putih Bonggol,35320.0
05/11/2023,Kalimantan Tengah,Cabai Rawit Merah,91010.0
05/11/2023,Kalimantan Selatan,Beras Premium,15700.0
05/11/2023,Kalimantan Selatan,Beras Medium,12030.0
05/11/2023,Kalimantan Selatan,Bawang Merah,20270.0
05/11/2023,Kalimantan Selatan,Bawang Putih Bonggol,34150.0
05/11/2023,Kalimantan Selatan,Cabai Rawit Merah,75530.0
05/11/2023,Kalimantan Timur,Beras Premium,16210.0
05/11/2023,Kalimantan Timur,Beras Medium,14700.0
05/11/2023,Kalimantan Timur,Bawang Merah,26950.0
05/11/2023,Kalimantan Timur,Bawang Putih Bonggol,37060.0
05/11/2023,Kalimantan Timur,Cabai Rawit Merah,71870.0
05/11/2023,Kalimantan Utara,Beras Premium,16350.0
05/11/2023,Kalimantan Utara,Beras Medium,14980.0
05/11/2023,Kalimantan Utara,Bawang Merah,32160.0
05/11/2023,Kalimantan Utara,Bawang Putih Bonggol,38410.0
05/11/2023,Kalimantan Utara,Cabai Rawit Merah,77440.0
05/11/2023,Sulawesi Utara,Beras Premium,14850.0
05/11/2023,Sulawesi Utara,Beras Medium,13740.0
05/11/2023,Sulawesi Utara,Bawang Merah,29350.0
05/11/2023,Sulawesi Utara,Bawang Putih Bonggol,39690.0
05/11/2023,Sulawesi Utara,Cabai Rawit Merah,80920.0
05/11/2023,Sulawesi Tengah,Beras Premium,14780.0
05/11/2023,Sulawesi Tengah,Beras Medium,12380.0
05/11/2023,Sulawesi Tengah,Bawang Merah,24800.0
05/11/2023,Sulawesi Tengah,Bawang Putih Bonggol,39680.0
05/11/2023,Sulawesi Tengah,Cabai Rawit Merah,61010.0
05/11/2023,Sulawesi Selatan,Beras Premium,13940.0
05/11/2023,Sulawesi Selatan,Beras Medium,12520.0
05/11/2023,Sulawesi Selatan,Bawang Merah,23780.0
05/11/2023,Sulawesi Selatan,Bawang Putih Bonggol,36430.0
05/11/2023,Sulawesi Selatan,Cabai Rawit Merah,52660.0
05/11/2023,Sulawesi Tenggara,Beras Premium,14190.0
05/11/2023,Sulawesi Tenggara,Beras Medium,12880.0
05/11/2023,Sulawesi Tenggara,Bawang Merah,28080.0
05/11/2023,Sulawesi Tenggara,Bawang Putih Bonggol,40120.0
05/11/2023,Sulawesi Tenggara,Cabai Rawit Merah,61220.0
05/11/2023,Gorontalo,Beras Premium,14610.0
05/11/2023,Gorontalo,Beras Medium,13210.0
05/11/2023,Gorontalo,Bawang Merah,25470.0
05/11/2023,Gorontalo,Bawang Putih Bonggol,37730.0
05/11/2023,Gorontalo,Cabai Rawit Merah,77870.0
05/11/2023,Sulawesi Barat,Beras Premium,14000.0
05/11/2023,Sulawesi Barat,Beras Medium,12960.0
05/11/2023,Sulawesi Barat,Bawang Merah,22620.0
05/11/2023,Sulawesi Barat,Bawang Putih Bonggol,36780.0
05/11/2023,Sulawesi Barat,Cabai Rawit Merah,57590.0
05/11/2023,Maluku,Beras Premium,16210.0
05/11/2023,Maluku,Beras Medium,14460.0
05/11/2023,Maluku,Bawang Merah,35850.0
05/11/2023,Maluku,Bawang Putih Bonggol,42870.0
05/11/2023,Maluku,Cabai Rawit Merah,86540.0
05/11/2023,Maluku Utara,Beras Premium,16580.0
05/11/2023,Maluku Utara,Beras Medium,14770.0
05/11/2023,Maluku Utara,Bawang Merah,39060.0
05/11/2023,Maluku Utara,Bawang Putih Bonggol,47990.0
05/11/2023,Maluku Utara,Cabai Rawit Merah,71700.0
05/11/2023,Papua Barat,Beras Premium,17250.0
05/11/2023,Papua Barat,Beras Medium,14780.0
05/11/2023,Papua Barat,Bawang Merah,46180.0
05/11/2023,Papua Barat,Bawang Putih Bonggol,50840.0
05/11/2023,Papua Barat,Cabai Rawit Merah,71300.0
05/11/2023,Papua,Beras Premium,18280.0
05/11/2023,Papua,Beras Medium,15490.0
05/11/2023,Papua,Bawang Merah,47600.0
05/11/2023,Papua,Bawang Putih Bonggol,50500.0
05/11/2023,Papua,Cabai Rawit Merah,69080.0
05/11/2023,Papua Barat Daya,Beras Premium,
05/11/2023,Papua Barat Daya,Beras Medium,
05/11/2023,Papua Barat Daya,Bawang Merah,
05/11/2023,Papua Barat Daya,Bawang Putih Bonggol,
05/11/2023,Papua Barat Daya,Cabai Rawit Merah,
05/11/2023,Papua Pegunungan,Beras Premium,
05/11/2023,Papua Pegunungan,Beras Medium,
05/11/2023,Papua Pegunungan,Bawang Merah,
05/11/2023,Papua Pegunungan,Bawang Putih Bonggol,
05/11/2023,Papua Pegunungan,Cabai Rawit Merah,
05/11/2023,Papua Tengah,Beras Premium,
05/11/2023,Papua Tengah,Beras Medium,
05/11/2023,Papua Tengah,Bawang Merah,
05/11/2023,Papua Tengah,Bawang Putih Bonggol,
05/11/2023,Papua Tengah,Cabai Rawit Merah,
05/11/2023,Papua Selatan,Beras Premium,
05/11/2023,Papua Selatan,Beras Medium,
05/11/2023,Papua Selatan,Bawang Merah,
05/11/2023,Papua Selatan,Bawang Putih Bonggol,
05/11/2023,Papua Selatan,Cabai Rawit Merah,
06/11/2023,Aceh,Beras Premium,14460.0
06/11/2023,Aceh,Beras Medium,13140.0
06/11/2023,Aceh,Bawang Merah,23960.0
06/11/2023,Aceh,Bawang Putih Bonggol,36040.0
06/11/2023,Aceh,Cabai Rawit Merah,
06/11/2023,Sumatera Utara,Beras Premium,14660.0
06/11/2023,Sumatera Utara,Beras Medium,13470.0
06/11/2023,Sumatera Utara,Bawang Merah,23020.0
06/11/2023,Sumatera Utara,Bawang Putih Bonggol,34010.0
06/11/2023,Sumatera Utara,Cabai Rawit Merah,84850.0
06/11/2023,Sumatera Barat,Beras Premium,16580.0
06/11/2023,Sumatera Barat,Beras Medium,14340.0
06/11/2023,Sumatera Barat,Bawang Merah,20450.0
06/11/2023,Sumatera Barat,Bawang Putih Bonggol,34890.0
06/11/2023,Sumatera Barat,Cabai Rawit Merah,66490.0
06/11/2023,Riau,Beras Premium,15390.0
06/11/2023,Riau,Beras Medium,12740.0
06/11/2023,Riau,Bawang Merah,25400.0
06/11/2023,Riau,Bawang Putih Bonggol,33990.0
06/11/2023,Riau,Cabai Rawit Merah,80560.0
06/11/2023,Jambi,Beras Premium,15060.0
06/11/2023,Jambi,Beras Medium,12210.0
06/11/2023,Jambi,Bawang Merah,20080.0
06/11/2023,Jambi,Bawang Putih Bonggol,33110.0
06/11/2023,Jambi,Cabai Rawit Merah,65680.0
06/11/2023,Sumatera Selatan,Beras Premium,14650.0
06/11/2023,Sumatera Selatan,Beras Medium,13310.0
06/11/2023,Sumatera Selatan,Bawang Merah,24910.0
06/11/2023,Sumatera Selatan,Bawang Putih Bonggol,33580.0
06/11/2023,Sumatera Selatan,Cabai Rawit Merah,73300.0
06/11/2023,Bengkulu,Beras Premium,14920.0
06/11/2023,Bengkulu,Beras Medium,12960.0
06/11/2023,Bengkulu,Bawang Merah,23330.0
06/11/2023,Bengkulu,Bawang Putih Bonggol,34260.0
06/11/2023,Bengkulu,Cabai Rawit Merah,63940.0
06/11/2023,Lampung,Beras Premium,14250.0
06/11/2023,Lampung,Beras Medium,12680.0
06/11/2023,Lampung,Bawang Merah,22810.0
06/11/2023,Lampung,Bawang Putih Bonggol,34120.0
06/11/2023,Lampung,Cabai Rawit Merah,71510.0
06/11/2023,Kepulauan Bangka Belitung,Beras Premium,15430.0
06/11/2023,Kepulauan Bangka Belitung,Beras Medium,13730.0
06/11/2023,Kepulauan Bangka Belitung,Bawang Merah,32650.0
06/11/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,37160.0
06/11/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,99600.0
06/11/2023,Kepulauan Riau,Beras Premium,15390.0
06/11/2023,Kepulauan Riau,Beras Medium,13540.0
06/11/2023,Kepulauan Riau,Bawang Merah,32910.0
06/11/2023,Kepulauan Riau,Bawang Putih Bonggol,32690.0
06/11/2023,Kepulauan Riau,Cabai Rawit Merah,86480.0
06/11/2023,DKI Jakarta,Beras Premium,14900.0
06/11/2023,DKI Jakarta,Beras Medium,12800.0
06/11/2023,DKI Jakarta,Bawang Merah,33010.0
06/11/2023,DKI Jakarta,Bawang Putih Bonggol,39660.0
06/11/2023,DKI Jakarta,Cabai Rawit Merah,62240.0
06/11/2023,Jawa Barat,Beras Premium,14080.0
06/11/2023,Jawa Barat,Beras Medium,12670.0
06/11/2023,Jawa Barat,Bawang Merah,26390.0
06/11/2023,Jawa Barat,Bawang Putih Bonggol,34750.0
06/11/2023,Jawa Barat,Cabai Rawit Merah,83790.0
06/11/2023,Jawa Tengah,Beras Premium,14300.0
06/11/2023,Jawa Tengah,Beras Medium,13090.0
06/11/2023,Jawa Tengah,Bawang Merah,23690.0
06/11/2023,Jawa Tengah,Bawang Putih Bonggol,32530.0
06/11/2023,Jawa Tengah,Cabai Rawit Merah,74510.0
06/11/2023,D.I Yogyakarta,Beras Premium,14220.0
06/11/2023,D.I Yogyakarta,Beras Medium,12500.0
06/11/2023,D.I Yogyakarta,Bawang Merah,18970.0
06/11/2023,D.I Yogyakarta,Bawang Putih Bonggol,33250.0
06/11/2023,D.I Yogyakarta,Cabai Rawit Merah,76140.0
06/11/2023,Jawa Timur,Beras Premium,14030.0
06/11/2023,Jawa Timur,Beras Medium,11950.0
06/11/2023,Jawa Timur,Bawang Merah,20970.0
06/11/2023,Jawa Timur,Bawang Putih Bonggol,30900.0
06/11/2023,Jawa Timur,Cabai Rawit Merah,70360.0
06/11/2023,Banten,Beras Premium,14120.0
06/11/2023,Banten,Beras Medium,12480.0
06/11/2023,Banten,Bawang Merah,27010.0
06/11/2023,Banten,Bawang Putih Bonggol,34360.0
06/11/2023,Banten,Cabai Rawit Merah,62960.0
06/11/2023,Bali,Beras Premium,15000.0
06/11/2023,Bali,Beras Medium,13510.0
06/11/2023,Bali,Bawang Merah,23620.0
06/11/2023,Bali,Bawang Putih Bonggol,30200.0
06/11/2023,Bali,Cabai Rawit Merah,66980.0
06/11/2023,Nusa Tenggara Barat,Beras Premium,14930.0
06/11/2023,Nusa Tenggara Barat,Beras Medium,12490.0
06/11/2023,Nusa Tenggara Barat,Bawang Merah,18130.0
06/11/2023,Nusa Tenggara Barat,Bawang Putih Bonggol,34480.0
06/11/2023,Nusa Tenggara Barat,Cabai Rawit Merah,59610.0
06/11/2023,Nusa Tenggara Timur,Beras Premium,15740.0
06/11/2023,Nusa Tenggara Timur,Beras Medium,14020.0
06/11/2023,Nusa Tenggara Timur,Bawang Merah,19930.0
06/11/2023,Nusa Tenggara Timur,Bawang Putih Bonggol,38350.0
06/11/2023,Nusa Tenggara Timur,Cabai Rawit Merah,46180.0
06/11/2023,Kalimantan Barat,Beras Premium,16170.0
06/11/2023,Kalimantan Barat,Beras Medium,14200.0
06/11/2023,Kalimantan Barat,Bawang Merah,26370.0
06/11/2023,Kalimantan Barat,Bawang Putih Bonggol,35040.0
06/11/2023,Kalimantan Barat,Cabai Rawit Merah,72390.0
06/11/2023,Kalimantan Tengah,Beras Premium,16410.0
06/11/2023,Kalimantan Tengah,Beras Medium,13430.0
06/11/2023,Kalimantan Tengah,Bawang Merah,25480.0
06/11/2023,Kalimantan Tengah,Bawang Putih Bonggol,35530.0
06/11/2023,Kalimantan Tengah,Cabai Rawit Merah,90750.0
06/11/2023,Kalimantan Selatan,Beras Premium,15630.0
06/11/2023,Kalimantan Selatan,Beras Medium,11990.0
06/11/2023,Kalimantan Selatan,Bawang Merah,21840.0
06/11/2023,Kalimantan Selatan,Bawang Putih Bonggol,33950.0
06/11/2023,Kalimantan Selatan,Cabai Rawit Merah,76990.0
06/11/2023,Kalimantan Timur,Beras Premium,16210.0
06/11/2023,Kalimantan Timur,Beras Medium,14700.0
06/11/2023,Kalimantan Timur,Bawang Merah,26950.0
06/11/2023,Kalimantan Timur,Bawang Putih Bonggol,37260.0
06/11/2023,Kalimantan Timur,Cabai Rawit Merah,69080.0
06/11/2023,Kalimantan Utara,Beras Premium,16350.0
06/11/2023,Kalimantan Utara,Beras Medium,14980.0
06/11/2023,Kalimantan Utara,Bawang Merah,33580.0
06/11/2023,Kalimantan Utara,Bawang Putih Bonggol,37320.0
06/11/2023,Kalimantan Utara,Cabai Rawit Merah,82330.0
06/11/2023,Sulawesi Utara,Beras Premium,14850.0
06/11/2023,Sulawesi Utara,Beras Medium,13700.0
06/11/2023,Sulawesi Utara,Bawang Merah,29640.0
06/11/2023,Sulawesi Utara,Bawang Putih Bonggol,40040.0
06/11/2023,Sulawesi Utara,Cabai Rawit Merah,80510.0
06/11/2023,Sulawesi Tengah,Beras Premium,14780.0
06/11/2023,Sulawesi Tengah,Beras Medium,12460.0
06/11/2023,Sulawesi Tengah,Bawang Merah,26350.0
06/11/2023,Sulawesi Tengah,Bawang Putih Bonggol,39390.0
06/11/2023,Sulawesi Tengah,Cabai Rawit Merah,62990.0
06/11/2023,Sulawesi Selatan,Beras Premium,13910.0
06/11/2023,Sulawesi Selatan,Beras Medium,12520.0
06/11/2023,Sulawesi Selatan,Bawang Merah,23150.0
06/11/2023,Sulawesi Selatan,Bawang Putih Bonggol,36270.0
06/11/2023,Sulawesi Selatan,Cabai Rawit Merah,54680.0
06/11/2023,Sulawesi Tenggara,Beras Premium,14350.0
06/11/2023,Sulawesi Tenggara,Beras Medium,12970.0
06/11/2023,Sulawesi Tenggara,Bawang Merah,29300.0
06/11/2023,Sulawesi Tenggara,Bawang Putih Bonggol,40800.0
06/11/2023,Sulawesi Tenggara,Cabai Rawit Merah,64310.0
06/11/2023,Gorontalo,Beras Premium,14610.0
06/11/2023,Gorontalo,Beras Medium,13210.0
06/11/2023,Gorontalo,Bawang Merah,25490.0
06/11/2023,Gorontalo,Bawang Putih Bonggol,37840.0
06/11/2023,Gorontalo,Cabai Rawit Merah,77390.0
06/11/2023,Sulawesi Barat,Beras Premium,13980.0
06/11/2023,Sulawesi Barat,Beras Medium,12950.0
06/11/2023,Sulawesi Barat,Bawang Merah,22610.0
06/11/2023,Sulawesi Barat,Bawang Putih Bonggol,36780.0
06/11/2023,Sulawesi Barat,Cabai Rawit Merah,55860.0
06/11/2023,Maluku,Beras Premium,16530.0
06/11/2023,Maluku,Beras Medium,14360.0
06/11/2023,Maluku,Bawang Merah,36290.0
06/11/2023,Maluku,Bawang Putih Bonggol,43810.0
06/11/2023,Maluku,Cabai Rawit Merah,94570.0
06/11/2023,Maluku Utara,Beras Premium,16700.0
06/11/2023,Maluku Utara,Beras Medium,14870.0
06/11/2023,Maluku Utara,Bawang Merah,38750.0
06/11/2023,Maluku Utara,Bawang Putih Bonggol,47410.0
06/11/2023,Maluku Utara,Cabai Rawit Merah,70560.0
06/11/2023,Papua Barat,Beras Premium,17220.0
06/11/2023,Papua Barat,Beras Medium,14930.0
06/11/2023,Papua Barat,Bawang Merah,46030.0
06/11/2023,Papua Barat,Bawang Putih Bonggol,50070.0
06/11/2023,Papua Barat,Cabai Rawit Merah,69280.0
06/11/2023,Papua,Beras Premium,18660.0
06/11/2023,Papua,Beras Medium,15810.0
06/11/2023,Papua,Bawang Merah,47040.0
06/11/2023,Papua,Bawang Putih Bonggol,50500.0
06/11/2023,Papua,Cabai Rawit Merah,69980.0
06/11/2023,Papua Barat Daya,Beras Premium,
06/11/2023,Papua Barat Daya,Beras Medium,
06/11/2023,Papua Barat Daya,Bawang Merah,
06/11/2023,Papua Barat Daya,Bawang Putih Bonggol,
06/11/2023,Papua Barat Daya,Cabai Rawit Merah,
06/11/2023,Papua Pegunungan,Beras Premium,
06/11/2023,Papua Pegunungan,Beras Medium,
06/11/2023,Papua Pegunungan,Bawang Merah,
06/11/2023,Papua Pegunungan,Bawang Putih Bonggol,
06/11/2023,Papua Pegunungan,Cabai Rawit Merah,
06/11/2023,Papua Tengah,Beras Premium,
06/11/2023,Papua Tengah,Beras Medium,
06/11/2023,Papua Tengah,Bawang Merah,
06/11/2023,Papua Tengah,Bawang Putih Bonggol,
06/11/2023,Papua Tengah,Cabai Rawit Merah,
06/11/2023,Papua Selatan,Beras Premium,
06/11/2023,Papua Selatan,Beras Medium,
06/11/2023,Papua Selatan,Bawang Merah,
06/11/2023,Papua Selatan,Bawang Putih Bonggol,
06/11/2023,Papua Selatan,Cabai Rawit Merah,
07/11/2023,Aceh,Beras Premium,14450.0
07/11/2023,Aceh,Beras Medium,13120.0
07/11/2023,Aceh,Bawang Merah,24570.0
07/11/2023,Aceh,Bawang Putih Bonggol,36370.0
07/11/2023,Aceh,Cabai Rawit Merah,
07/11/2023,Sumatera Utara,Beras Premium,14640.0
07/11/2023,Sumatera Utara,Beras Medium,13500.0
07/11/2023,Sumatera Utara,Bawang Merah,23480.0
07/11/2023,Sumatera Utara,Bawang Putih Bonggol,34260.0
07/11/2023,Sumatera Utara,Cabai Rawit Merah,84850.0
07/11/2023,Sumatera Barat,Beras Premium,16600.0
07/11/2023,Sumatera Barat,Beras Medium,14340.0
07/11/2023,Sumatera Barat,Bawang Merah,21070.0
07/11/2023,Sumatera Barat,Bawang Putih Bonggol,34600.0
07/11/2023,Sumatera Barat,Cabai Rawit Merah,59440.0
07/11/2023,Riau,Beras Premium,15420.0
07/11/2023,Riau,Beras Medium,12810.0
07/11/2023,Riau,Bawang Merah,26070.0
07/11/2023,Riau,Bawang Putih Bonggol,34090.0
07/11/2023,Riau,Cabai Rawit Merah,81790.0
07/11/2023,Jambi,Beras Premium,15060.0
07/11/2023,Jambi,Beras Medium,12210.0
07/11/2023,Jambi,Bawang Merah,20380.0
07/11/2023,Jambi,Bawang Putih Bonggol,33110.0
07/11/2023,Jambi,Cabai Rawit Merah,69200.0
07/11/2023,Sumatera Selatan,Beras Premium,14640.0
07/11/2023,Sumatera Selatan,Beras Medium,13350.0
07/11/2023,Sumatera Selatan,Bawang Merah,26310.0
07/11/2023,Sumatera Selatan,Bawang Putih Bonggol,32360.0
07/11/2023,Sumatera Selatan,Cabai Rawit Merah,76750.0
07/11/2023,Bengkulu,Beras Premium,14920.0
07/11/2023,Bengkulu,Beras Medium,12960.0
07/11/2023,Bengkulu,Bawang Merah,24040.0
07/11/2023,Bengkulu,Bawang Putih Bonggol,34580.0
07/11/2023,Bengkulu,Cabai Rawit Merah,62170.0
07/11/2023,Lampung,Beras Premium,14260.0
07/11/2023,Lampung,Beras Medium,12740.0
07/11/2023,Lampung,Bawang Merah,22830.0
07/11/2023,Lampung,Bawang Putih Bonggol,33820.0
07/11/2023,Lampung,Cabai Rawit Merah,71500.0
07/11/2023,Kepulauan Bangka Belitung,Beras Premium,15450.0
07/11/2023,Kepulauan Bangka Belitung,Beras Medium,13760.0
07/11/2023,Kepulauan Bangka Belitung,Bawang Merah,32790.0
07/11/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,35740.0
07/11/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,98820.0
07/11/2023,Kepulauan Riau,Beras Premium,15210.0
07/11/2023,Kepulauan Riau,Beras Medium,13720.0
07/11/2023,Kepulauan Riau,Bawang Merah,32690.0
07/11/2023,Kepulauan Riau,Bawang Putih Bonggol,30800.0
07/11/2023,Kepulauan Riau,Cabai Rawit Merah,88140.0
07/11/2023,DKI Jakarta,Beras Premium,14900.0
07/11/2023,DKI Jakarta,Beras Medium,12800.0
